n,mean_volume,sd_volume,min_volume,max_volume,mean_gas,sd_gas,min_gas,max_gas,shock_hours
1200,204533416.54625103,264008382.0596856,8579438.947307853,4501646560.809597,0.17641161317412438,0.4654477000585213,0.02631946592255892,8.348971844117058,121
