model,term,coefficient,standard_error,p_value,ci_lower,ci_upper
transactions,C(hour_of_week)[T.151],-0.11245619471887647,0.03357981417037887,0.00337203886260516,-0.18273955352004043,-0.04217283591771251
transactions,C(hour_of_week)[T.152],-0.0581370566996994,0.02975191200369899,0.06557441768065,-0.12040852418808069,0.004134410788681889
transactions,C(hour_of_week)[T.153],-0.028867356549032497,0.041599293082599284,0.49611825908993384,-0.11593567761729397,0.05820096451922897
transactions,C(hour_of_week)[T.154],-0.011583045604655007,0.039210973783236035,0.7708898865288635,-0.09365255692974159,0.07048646572043157
transactions,C(hour_of_week)[T.155],0.03410202865691714,0.03809391722902818,0.381876547217676,-0.04562945643007796,0.11383351374391223
transactions,C(hour_of_week)[T.156],0.05124227938409387,0.050889365317691504,0.3266184480076972,-0.05527038633940637,0.1577549451075941
transactions,C(hour_of_week)[T.157],0.12638900380671275,0.038891898097162925,0.004216073846560572,0.04498732556775402,0.20779068204567147
transactions,C(hour_of_week)[T.158],0.20569683085819263,0.039705849360983404,5.320630074637909e-05,0.12259153304494158,0.28880212867144367
transactions,C(hour_of_week)[T.159],0.16263847985468977,0.048473834961500956,0.003324729723297263,0.061181577270849816,0.2640953824385297
transactions,C(hour_of_week)[T.160],0.1672123671593831,0.05809296536713837,0.009625308927626648,0.04562239325405368,0.2888023410647125
transactions,C(hour_of_week)[T.161],0.1642344287348927,0.05359408945201005,0.006381201648766871,0.05206071033772504,0.27640814713206036
transactions,C(hour_of_week)[T.162],0.13125801251206928,0.05824057659968444,0.036218226479259985,0.009359084746320079,0.2531569402778185
transactions,C(hour_of_week)[T.163],0.11785195617576949,0.0468700660454418,0.021088018100085457,0.019751780510953693,0.2159521318405853
transactions,C(hour_of_week)[T.164],0.08744876642530175,0.047479440951892236,0.08116643849101553,-0.011926845576867628,0.18682437842747113
transactions,C(hour_of_week)[T.165],0.023629678956762046,0.04712492398252965,0.6218312918306331,-0.0750039205008355,0.12226327841435959
transactions,C(hour_of_week)[T.166],0.02925970039094036,0.049205328330522824,0.559096359574882,-0.07372823540990253,0.13224763619178326
transactions,C(hour_of_week)[T.167],-0.010986205105567526,0.05532497545604867,0.8447039220969224,-0.12678270954462667,0.10481029933349163
transactions,is_cex_bound,-1.9882822525854134,0.08227281986430651,9.953991726919085e-16,-2.1604812435854086,-1.816083261585418
transactions,log_fee,-0.20342859012093945,0.03744408269871638,3.051545732454142e-05,-0.2817999559046068,-0.12505722433727207
transactions,is_cex_bound:log_fee,0.16077110378390924,0.026800540392890388,9.00212246488011e-06,0.10467692807044815,0.21686527949737033
transactions,shock_window,0.10536777206997566,0.033273646426590205,0.005079190019577871,0.0357252297212453,0.17501031441870601
transactions,is_cex_bound:shock_window,-0.2029066125155839,0.12228871435404164,0.11348320140121995,-0.4588598332412597,0.05304660821009188
transactions,eth_abs_return_1h,8.307973333202137,1.1709323504566662,9.497151870434172e-07,5.857183757611475,10.758762908792798
transactions,eth_volatility_24h,14.21456982396191,3.8355946529077483,0.0014992270253291451,6.186577952466104,22.242561695457717
transactions,stablecoin_depeg_abs,9.110282226346058,9.872415716993148,0.3676814510628709,-11.552921344439252,29.773485797131368
transactions,block_utilisation,-4.342857413206329,0.8482728790177929,6.090074332834951e-05,-6.118312953692759,-2.5674018727198993
volume,Intercept,19.056592262075018,0.7561837237497747,4.594450462057848e-16,17.473881538714693,20.639302985435343
volume,C(event_id)[T.E002],-0.04839009121055124,0.006513897046002635,4.946615813991446e-07,-0.062023834415773985,-0.034756348005328494
volume,C(event_id)[T.E005],-0.28758674586195976,0.043290933887338276,2.3546626497655717e-06,-0.37819571182595857,-0.19697777989796095
volume,C(event_id)[T.E010],0.20015653296246955,0.05179611546345428,0.0010445609337813133,0.09174601737254957,0.30856704855238953
volume,C(event_id)[T.E013],0.16862472995652933,0.030794579808364142,2.778040024362647e-05,0.10417093367222677,0.2330785262408319
volume,C(event_id)[T.E018],-0.2689605268274018,0.019072343057728907,1.6217934233640476e-11,-0.30887939962115574,-0.22904165403364787
volume,C(event_id)[T.E020],-0.4597292565925205,0.018931272498653583,9.104928218301757e-16,-0.49935286531276096,-0.42010564787228005
volume,C(event_id)[T.E027],-0.1876837954073361,0.021066548051161493,3.2697000896406e-08,-0.23177658722176558,-0.1435910035929066
volume,C(event_id)[T.E030],0.004423066627133942,0.01579945802621043,0.7825405660545208,-0.028645579068338905,0.037491712322606785
volume,C(event_id)[T.E034],-0.03281567163295364,0.026457685678156036,0.22996065069200095,-0.08819224418130843,0.022560900915401153
volume,C(event_id)[T.E044],0.10405329195796244,0.06375800521712358,0.11914246981025017,-0.02939374662256765,0.2375003305384925
volume,C(event_id)[T.E047],0.17115374066115818,0.06651117882425556,0.018614241040537886,0.03194424349493877,0.3103632378273776
volume,C(event_id)[T.E052],0.95703783905784,0.05921896375953729,1.4727973681535055e-12,0.8330911234319945,1.0809845546836854
volume,C(event_id)[T.E054],0.6069210707870686,0.08062431016923331,4.087616745546163e-07,0.43817245023278684,0.7756696913413503
volume,C(event_id)[T.E057],0.8890728136539048,0.13549492473097433,2.7812776399952703e-06,0.6054786769417323,1.1726669503660774
volume,C(event_id)[T.E059],0.8498409557554111,0.12811566213457146,2.4018522405636515e-06,0.5816917931613053,1.117990118349517
volume,C(event_id)[T.E060],1.269021008370585,0.1320798850154893,9.983631361424752e-09,0.9925746319296824,1.5454673848114877
volume,C(event_id)[T.E061],1.3967141673473524,0.1563651376487181,3.1399116005118666e-08,1.0694381729777191,1.7239901617169857
volume,C(event_id)[T.E065],1.546518686940308,0.16287646241102618,1.204559205322017e-08,1.2056143332170994,1.8874230406635166
volume,C(event_id)[T.E067],1.2743025278555535,0.1453033432019956,4.170407981784685e-08,0.9701791353478308,1.5784259203632762
volume,C(hour_of_week)[T.1],0.08478747479692017,0.09715835584743963,0.39373657347343305,-0.11856730107853314,0.2881422506723735
