coefficient,standard_error,p_value,ci_lower,ci_upper,observations,events,aggregation_hours
-0.8646398124474276,0.05831650053044949,9.84917986819217e-50,-0.9789380531915196,-0.7503415717033356,1026.0,3.0,1.0
-0.6567606312417985,0.14366329238492667,4.841827074183784e-06,-0.9383355102167021,-0.3751857522668948,342.0,3.0,3.0
-0.6360817853329295,0.14124026422187466,6.682943243159721e-06,-0.912907616374725,-0.359255954291134,171.0,3.0,6.0
