period,term,estimate,se,t_value
low_fee_2026,ar1,-0.010078376212514603,0.020698495607669985,-0.48691346480176
low_fee_2026,ar2,0.9165840186335595,0.01905171830602502,48.11030710776854
low_fee_2026,ma1,0.23418608961233256,0.029006575567271552,8.07355177343193
low_fee_2026,ma2,-0.7394947680692587,0.026929106130885776,-27.460798901940183
low_fee_2026,intercept,18.565595183740665,0.12368642052945476,150.1021300824163
low_fee_2026,log_gas,0.619767727353949,0.19805078554845565,3.129337385043166
low_fee_2026,shock,0.10493747677704351,0.11358566369873487,0.9238619853943093
